customer_id,customer_name,email,phone,sales_amount,profit_margin,customer_satisfaction,order_count,region,product_category,sales_rep,order_date,revenue,ssn,credit_card
49,Customer_49,customer49@company.com,555-049-0098,1637.4473158273845,0.3912363392224878,3.891679849597984,10,West,Home,Eve,2024-02-18,9691.068962264048,855-66-4709,4570-9143-7968-3773
50,Customer_50,customer50@company.com,555-050-0100,794.7839378549064,0.28239853687687644,3.564471886866629,4,North,Electronics,Alice,2024-02-19,10861.145344188099,111-25-1719,4556-2700-3700-7815
51,Customer_51,customer51@company.com,555-051-0102,1629.6335877579181,0.1491292836531964,4.162392541636097,2,West,Home,Charlie,2024-02-20,5300.943386016269,654-86-4718,4657-2647-7038-6164
52,Customer_52,customer52@company.com,555-052-0104,1345.9670878334734,0.3234289557643821,4.773085392300743,3,North,Electronics,Diana,2024-02-21,10668.998403556236,327-60-5552,4500-4687-1596-5545
53,Customer_53,customer53@company.com,555-053-0106,1229.2311998776165,0.41977249576101067,3.608564372198674,5,South,Electronics,Alice,2024-02-22,10872.850258986158,259-84-7919,4584-9837-5757-5384
54,Customer_54,customer54@company.com,555-054-0108,1744.6705155363472,0.33259722084409177,4.502427909310707,8,West,Home,Diana,2024-02-23,12652.68439597444,324-96-9835,4513-9912-5733-8081
55,Customer_55,customer55@company.com,555-055-0110,1912.3998089983804,0.1284504027236789,3.881845428976536,4,West,Books,Charlie,2024-02-24,12444.246604746108,715-76-9680,4598-8117-5729-2673
56,Customer_56,customer56@company.com,555-056-0112,1872.5120476464795,0.2112612741706999,3.7242763006425936,3,South,Electronics,Diana,2024-02-25,10222.344320579072,256-37-4276,4214-8178-3294-4630
57,Customer_57,customer57@company.com,555-057-0114,1164.3129907109446,0.3513528919349298,4.135781784027266,8,South,Books,Eve,2024-02-26,13029.273813160717,178-96-9707,4857-1146-4453-5507
58,Customer_58,customer58@company.com,555-058-0116,1376.3150496595142,0.19338644275049754,3.5788546065483757,6,South,Books,Eve,2024-02-27,14071.356638077512,701-18-1630,4763-8751-6628-9328
59,Customer_59,customer59@company.com,555-059-0118,1632.5053725614257,0.28550555425169827,3.867810416791691,8,West,Home,Diana,2024-02-28,10055.90291048892,744-65-7683,4274-4360-4005-4552
60,Customer_60,customer60@company.com,555-060-0120,1890.2180508489437,0.31197072427434697,3.481273264446691,3,East,Clothing,Alice,2024-02-29,10836.374156935497,377-26-6690,4118-3242-7318-6097
61,Customer_61,customer61@company.com,555-061-0122,1308.330304861884,0.17584556227375336,5.0,3,East,Home,Alice,2024-03-01,6465.405293778847,189-80-1025,4548-2948-6618-5236
62,Customer_62,customer62@company.com,555-062-0124,1425.7364093344731,0.245237971515056,4.221158131183038,5,East,Clothing,Alice,2024-03-02,7098.053475117824,124-19-8468,4857-2920-5188-1238
63,Customer_63,customer63@company.com,555-063-0126,1057.4660103975887,0.0,3.7801646952044488,11,West,Clothing,Diana,2024-03-03,8323.607371980963,438-20-9652,4304-6552-5927-5390
64,Customer_64,customer64@company.com,555-064-0128,1021.5173503677318,0.1680489886932568,4.328387946440533,7,South,Home,Alice,2024-03-04,9112.763390965893,792-81-6102,4739-5951-7160-6388
65,Customer_65,customer65@company.com,555-065-0130,1825.0103289576791,0.22979454788854717,4.132603170185503,4,West,Home,Charlie,2024-03-05,7807.753950523864,962-37-2994,4424-6126-1816-1192
66,Customer_66,customer66@company.com,555-066-0132,2042.4960114283292,0.15017734544281203,4.067418240280066,3,South,Clothing,Eve,2024-03-06,9928.009176045516,590-74-2072,4852-4645-7314-9442
67,Customer_67,customer67@company.com,555-067-0134,1471.1959513678664,0.38059290431453086,4.568500020026056,8,West,Home,Charlie,2024-03-07,9172.581664650763,786-61-1215,4864-8374-4700-4893
68,Customer_68,customer68@company.com,555-068-0136,1901.4131591568098,0.1355886897631494,4.654504626028383,8,West,Clothing,Alice,2024-03-08,12141.79046267923,537-69-3606,4767-3679-4904-8260
69,Customer_69,customer69@company.com,555-069-0138,1644.6544100190536,0.21479644106424128,3.8816993114336835,3,South,Books,Charlie,2024-03-09,9050.452709032585,258-55-4313,4604-7773-4816-1717
70,Customer_70,customer70@company.com,555-070-0140,1241.9520981579503,0.2604592461828873,3.854509055613192,3,East,Home,Alice,2024-03-10,5426.564103569011,893-14-8763,4512-5434-1658-6057
71,Customer_71,customer71@company.com,555-071-0142,1644.5582422033656,0.36530186312528923,4.034968981709014,6,South,Books,Diana,2024-03-11,10251.50234507084,919-84-3295,4528-5994-5234-4764
72,Customer_72,customer72@company.com,555-072-0144,2115.2146265863876,0.13513102790564485,2.818847301158649,2,North,Electronics,Charlie,2024-03-12,9971.603951177322,665-42-2946,4641-3104-7801-9575
73,Customer_73,customer73@company.com,555-073-0146,1485.6695843560194,0.34305310017239676,3.2908853626808687,7,North,Books,Diana,2024-03-13,8275.900237191012,837-24-3783,4659-9385-4719-3581
74,Customer_74,customer74@company.com,555-074-0148,2125.8574623256027,0.25081864488156697,5.0,5,South,Books,Diana,2024-03-14,10189.999766994075,672-30-8557,4617-3763-7328-6991
75,Customer_75,customer75@company.com,555-075-0150,452.1019583641023,0.17147930791616392,5.0,5,West,Clothing,Bob,2024-03-15,7849.47082354733,393-71-3645,4391-4406-9923-5780
76,Customer_76,customer76@company.com,555-076-0152,1828.7610017500895,0.28696827794106167,4.050578376266174,6,North,Books,Alice,2024-03-16,10659.679907246686,545-91-2932,4181-7476-3604-9181
77,Customer_77,customer77@company.com,555-077-0154,1534.8188272952684,0.2659247756458776,4.54593417783346,1,North,Home,Eve,2024-03-17,15265.848873859703,322-12-6085,4434-1531-7079-1634
78,Customer_78,customer78@company.com,555-078-0156,1380.397059813653,0.2019826498272964,4.386750092726122,10,West,Clothing,Alice,2024-03-18,6388.789054186467,617-17-1492,4845-1002-9397-6951
79,Customer_79,customer79@company.com,555-079-0158,1536.704310614201,0.25558416679920154,5.0,2,West,Electronics,Eve,2024-03-19,8967.51582598168,334-42-8888,4139-6626-8739-7003
80,Customer_80,customer80@company.com,555-080-0160,704.9724341596428,0.21917491225105917,4.871744946860746,5,East,Home,Alice,2024-03-20,8646.989757101728,851-84-5958,4942-7239-9026-4306
81,Customer_81,customer81@company.com,555-081-0162,1412.1312448649953,0.25908138762009986,4.12324944511154,4,West,Electronics,Diana,2024-03-21,9133.480233024913,767-79-3743,4997-1670-8291-2505
82,Customer_82,customer82@company.com,555-082-0164,1642.8450286046987,0.30297045396168376,3.6266757356397448,5,South,Books,Charlie,2024-03-22,12039.84915919395,931-68-8160,4416-6167-6255-1249
83,Customer_83,customer83@company.com,555-083-0166,2091.1576178966066,0.3768813452916282,3.236132207845457,4,South,Home,Charlie,2024-03-23,11085.653118638049,431-20-9548,4413-2892-4439-3854
84,Customer_84,customer84@company.com,555-084-0168,1292.6919126905411,0.15097476009385208,4.322078181520334,5,East,Home,Bob,2024-03-24,11697.533005212847,700-27-8186,4579-4792-6330-8871
85,Customer_85,customer85@company.com,555-085-0170,1176.6025588427249,0.4206426699725013,3.746189552829418,6,North,Electronics,Eve,2024-03-25,10060.991009507195,410-91-1619,4143-4612-3618-5678
86,Customer_86,customer86@company.com,555-086-0172,1299.2971825661853,0.09383297603819984,3.346647774241396,1,North,Home,Eve,2024-03-26,7355.801360110285,982-38-4642,4191-3942-9411-2925
87,Customer_87,customer87@company.com,555-087-0174,1866.1608470808296,0.23785719239715333,3.812056269454484,3,West,Home,Eve,2024-03-27,7770.62927748004,224-26-9436,4541-1990-2812-9995
88,Customer_88,customer88@company.com,555-088-0176,1631.500443863874,0.29706537651876613,3.551071197831363,2,South,Home,Diana,2024-03-28,11492.519414933184,947-75-1929,4589-6876-4645-8081
89,Customer_89,customer89@company.com,555-089-0178,1288.0959184931844,0.2724793494188026,5.0,5,North,Books,Eve,2024-03-29,10341.663796826595,346-17-4212,4943-4516-4340-7410
90,Customer_90,customer90@company.com,555-090-0180,1705.3069732453425,0.2001840384143525,4.7289838541696705,4,East,Electronics,Charlie,2024-03-30,12520.414812157676,461-17-4423,4153-3575-1615-6944
91,Customer_91,customer91@company.com,555-091-0182,1538.8310197392161,0.23335021997141797,4.19521641521003,7,East,Home,Diana,2024-03-31,10586.524206493594,594-74-8594,4139-8404-1954-2629
92,Customer_92,customer92@company.com,555-092-0184,1887.4579962131556,0.2105599252272934,5.0,7,South,Clothing,Alice,2024-04-01,7633.97001333575,138-90-4667,4833-7859-9841-4278
93,Customer_93,customer93@company.com,555-093-0186,1219.178762449059,0.2028508194444631,4.246420984588571,2,East,Clothing,Eve,2024-04-02,8956.19637163369,699-95-7236,4435-4801-3561-7539
94,Customer_94,customer94@company.com,555-094-0188,1368.9351413608927,0.31796816776168196,3.683229479203042,6,East,Clothing,Eve,2024-04-03,11129.628299365859,185-53-3468,4470-1857-5886-8485
95,Customer_95,customer95@company.com,555-095-0190,1343.1567387471368,0.2785612388772038,5.0,7,South,Clothing,Alice,2024-04-04,11420.664992477252,173-45-2636,4835-1383-5334-5290
96,Customer_96,customer96@company.com,555-096-0192,914.5940207471526,0.19456723237914766,4.523346026210795,2,West,Books,Eve,2024-04-05,11710.217264309376,611-37-5009,4777-7204-7111-5251
97,Customer_97,customer97@company.com,555-097-0194,1618.4481108258303,0.32196799003466003,3.577652307404126,7,West,Home,Alice,2024-04-06,7902.951773589613,354-52-9148,4477-1922-3915-8957
98,Customer_98,customer98@company.com,555-098-0196,1604.4221088719557,0.2745839616701288,4.085796793149835,5,East,Electronics,Diana,2024-04-07,7597.939667846151,827-51-5967,4685-4046-2230-8647
99,Customer_99,customer99@company.com,555-099-0198,1502.0453826569844,0.3150289695071168,3.674629047969146,7,West,Home,Charlie,2024-04-08,9620.394960505158,421-64-6722,4890-5933-4940-7483
100,Customer_100,customer100@company.com,555-100-0200,1406.1651466499413,0.300370307353889,3.3703201614213985,6,West,Books,Alice,2024-04-09,12880.147033066909,889-36-5444,4303-1160-9960-4748
101,Customer_101,customer101@company.com,555-101-0202,933.8517031798343,0.1836803991262342,4.755706528518985,5,East,Clothing,Bob,2024-04-10,8612.263358383963,550-22-2196,4674-3581-2093-5500
102,Customer_102,customer102@company.com,555-102-0204,1331.7418708938565,0.20518551678424243,5.0,6,West,Books,Alice,2024-04-11,10909.943781201946,109-18-8927,4707-6710-3875-4191
103,Customer_103,customer103@company.com,555-103-0206,1362.9141933892922,0.3097834884098609,3.3608594557085154,5,East,Home,Eve,2024-04-12,10910.12227787793,346-36-7689,4913-1689-4759-3103
104,Customer_104,customer104@company.com,555-104-0208,1179.0890923113525,0.2988296212346772,4.537781542014343,4,North,Electronics,Diana,2024-04-13,11521.545499341226,598-10-4743,4465-9092-5172-7033
105,Customer_105,customer105@company.com,555-105-0210,1435.4857153335963,0.24832787248286814,3.809614458526904,7,South,Books,Diana,2024-04-14,13328.88050789642,700-80-4824,4357-3378-2205-5988
106,Customer_106,customer106@company.com,555-106-0212,1661.6203427258154,0.2593861906647026,3.9077247697411828,1,South,Electronics,Alice,2024-04-15,13123.812849532213,934-93-3451,4867-6669-3735-9490
107,Customer_107,customer107@company.com,555-107-0214,2254.474360484212,0.35221319166307397,3.8445636454566787,8,West,Books,Charlie,2024-04-16,8810.78833232099,728-44-8778,4898-7623-2474-5460
108,Customer_108,customer108@company.com,555-108-0216,1569.8311251327357,0.2026742888931336,3.6816055381921107,4,West,Electronics,Bob,2024-04-17,5804.209117382652,724-87-5369,4958-7396-3828-3850
109,Customer_109,customer109@company.com,555-109-0218,1603.0201562891057,0.293767790493603,4.2291129767668965,5,West,Electronics,Diana,2024-04-18,8642.941329270514,784-93-1692,4558-3964-5594-7644
110,Customer_110,customer110@company.com,555-110-0220,1470.221633693533,0.23382458780528848,3.7014299301533775,3,South,Clothing,Eve,2024-04-19,10151.344588094471,190-91-4008,4902-1165-1919-9305
111,Customer_111,customer111@company.com,555-111-0222,732.4915138803834,0.23258550374182238,4.362274095467903,7,North,Electronics,Eve,2024-04-20,9276.709444628686,213-10-9345,4532-1991-7047-4839
112,Customer_112,customer112@company.com,555-112-0224,1489.3944498203132,0.33790214815897524,4.169857134330518,2,North,Clothing,Charlie,2024-04-21,13935.797885856271,976-29-4699,4334-8609-9706-5804
113,Customer_113,customer113@company.com,555-113-0226,1524.0920839764105,0.3160333079190424,4.056631171880154,5,South,Home,Diana,2024-04-22,10037.560608632899,954-19-4786,4952-1067-6660-5478
114,Customer_114,customer114@company.com,555-114-0228,2485.2968449941145,0.3150807708800511,3.6554618027750414,10,North,Home,Alice,2024-04-23,11307.423760512387,140-14-2913,4118-4521-1572-8082
115,Customer_115,customer115@company.com,555-115-0230,1423.055614087551,0.3544383045723463,3.8539372016590008,7,South,Clothing,Eve,2024-04-24,10434.428619294687,292-26-2772,4764-6395-3258-7039
116,Customer_116,customer116@company.com,555-116-0232,1620.618936933445,0.25168030733062074,4.653234735495454,7,North,Clothing,Charlie,2024-04-25,9306.733633018355,832-77-8423,4750-6741-7838-3587
117,Customer_117,customer117@company.com,555-117-0234,1486.1152921179028,0.30455623770359713,4.500550312574629,10,East,Books,Diana,2024-04-26,6150.376644074668,750-65-1660,4808-4262-2338-5996
118,Customer_118,customer118@company.com,555-118-0236,1032.5287849521872,0.22517865947252352,3.61346685312087,1,East,Books,Diana,2024-04-27,9842.764722917029,198-85-2132,4662-6780-3827-6232
119,Customer_119,customer119@company.com,555-119-0238,1957.1291258060082,0.27593330819907536,4.259599383257536,5,South,Books,Diana,2024-04-28,16509.294586308253,799-80-8470,4269-4539-8845-5383
120,Customer_120,customer120@company.com,555-120-0240,1800.7732130747097,0.23958855565058523,4.650832274023074,3,North,Home,Diana,2024-04-29,7511.083200324332,426-35-8812,4288-3961-4226-7837
121,Customer_121,customer121@company.com,555-121-0242,1816.4127788172186,0.25775967719941745,3.1983568313271773,8,West,Books,Diana,2024-04-30,6370.2539112515515,504-87-3179,4821-8031-4716-4414
122,Customer_122,customer122@company.com,555-122-0244,1136.2450180821045,0.2976125620349531,4.526016115427961,7,North,Electronics,Eve,2024-05-01,13872.77860513782,890-93-2422,4524-1570-3904-3505
123,Customer_123,customer123@company.com,555-123-0246,2061.1177243744396,0.1845423453413222,3.802425744632492,3,East,Electronics,Charlie,2024-05-02,11484.16593973867,853-17-7696,4950-7982-8427-7336
124,Customer_124,customer124@company.com,555-124-0248,939.2595748830877,0.4173909820548368,4.542359201155896,1,East,Books,Diana,2024-05-03,10374.839761046873,467-28-1614,4754-1615-8086-5749
125,Customer_125,customer125@company.com,555-125-0250,1734.7428375201082,0.16951860948002384,3.7420445060744902,5,North,Electronics,Bob,2024-05-04,12725.347724734116,657-37-5570,4533-5529-2135-9566
126,Customer_126,customer126@company.com,555-126-0252,2376.1822503239914,0.1528649109769814,3.1170707396012887,3,North,Home,Bob,2024-05-05,8336.996114087806,935-24-3468,4158-6162-1206-5875
127,Customer_127,customer127@company.com,555-127-0254,1103.7854699477248,0.3426488698800054,3.2234745372701026,6,West,Electronics,Charlie,2024-05-06,9786.810478170697,996-76-4607,4395-2141-5627-8389
128,Customer_128,customer128@company.com,555-128-0256,1273.4809081588912,0.31333301551703485,4.22885096799683,3,West,Home,Alice,2024-05-07,11910.308233801647,635-13-1289,4265-3690-8323-4255
129,Customer_129,customer129@company.com,555-129-0258,1539.8605460350566,0.2999295853641724,4.3558335010328895,4,North,Clothing,Alice,2024-05-08,14220.70873564079,532-96-4252,4189-6213-5108-4020
130,Customer_130,customer130@company.com,555-130-0260,1298.6097383535202,0.30026764074114237,3.657410024937355,5,North,Clothing,Alice,2024-05-09,7662.911370686783,347-32-1580,4933-9996-3789-4875
131,Customer_131,customer131@company.com,555-131-0262,879.734627573547,0.24902025817224682,4.583155475266425,8,North,Clothing,Bob,2024-05-10,12561.46891712079,962-62-8997,4537-9135-7055-4882
132,Customer_132,customer132@company.com,555-132-0264,1527.425189922411,0.17821965028113346,3.2030879626386244,7,North,Clothing,Alice,2024-05-11,10763.678121681967,780-66-4832,4249-8175-8129-6021
133,Customer_133,customer133@company.com,555-133-0266,1075.078514509558,0.2560643646554981,4.16035212081161,5,South,Electronics,Eve,2024-05-12,10326.122134858831,799-63-6445,4820-5735-3387-7582
134,Customer_134,customer134@company.com,555-134-0268,1689.4369722540725,0.19582706307903106,3.4733902801425263,4,North,Books,Diana,2024-05-13,9984.541555490523,456-66-7534,4243-6866-3566-1975
135,Customer_135,customer135@company.com,555-135-0270,1132.2303063064787,0.32800957867342007,3.8088983353187045,6,West,Electronics,Bob,2024-05-14,7230.706758610793,714-47-4156,4144-2262-6047-8382
136,Customer_136,customer136@company.com,555-136-0272,2119.973762007016,0.2382354094798289,4.228439202789849,8,East,Home,Charlie,2024-05-15,11926.177996426064,416-93-6634,4187-4327-6630-3259
137,Customer_137,customer137@company.com,555-137-0274,1186.698683065505,0.18396022425659908,3.6837519808296286,4,South,Electronics,Charlie,2024-05-16,8435.461959347344,483-60-9533,4904-2257-1464-4294
138,Customer_138,customer138@company.com,555-138-0276,1371.1753935177298,0.22428913266776052,3.969266673462105,3,North,Electronics,Diana,2024-05-17,7840.618594995306,914-77-4109,4730-8431-2230-4805
139,Customer_139,customer139@company.com,555-139-0278,1825.4068869478679,0.28303451634204996,4.803775685528665,2,East,Home,Bob,2024-05-18,11770.917917800676,610-45-4240,4465-7419-6750-4856
140,Customer_140,customer140@company.com,555-140-0280,1007.6542734264178,0.20490203577568203,3.853864878286111,3,South,Clothing,Alice,2024-05-19,11578.268050293356,442-67-9497,4163-7953-7034-5589
141,Customer_141,customer141@company.com,555-141-0282,1590.9839738416517,0.18422236835468547,4.701415267239085,9,East,Clothing,Alice,2024-05-20,10158.000167222124,641-71-7680,4622-7065-2094-3411
142,Customer_142,customer142@company.com,555-142-0284,2022.8571017129711,0.269494976919353,3.5221758872054294,5,North,Clothing,Eve,2024-05-21,12159.087241623281,211-36-1205,4669-9954-5145-3775
143,Customer_143,customer143@company.com,555-143-0286,857.006706175509,0.2695973256886978,4.51788250674917,4,North,Books,Eve,2024-05-22,12851.87316295823,284-56-4811,4663-7628-4155-4970
144,Customer_144,customer144@company.com,555-144-0288,1573.8535434129217,0.20944454597030962,5.0,7,West,Home,Alice,2024-05-23,12616.44815565108,650-25-6141,4904-9775-6415-5331
145,Customer_145,customer145@company.com,555-145-0290,1603.9531176993694,0.21231693555053419,2.717013299923627,8,North,Home,Charlie,2024-05-24,8943.44205319604,312-63-3708,4155-2942-7026-9301
146,Customer_146,customer146@company.com,555-146-0292,1812.7291487109242,0.2685639949886109,3.721862846717714,4,North,Electronics,Charlie,2024-05-25,12028.209862559424,852-25-4273,4291-1861-7711-1649
